department,education,fullName,gender,eligibleOverTime,active,martialStatus,jobRole,attritionDescription,businessTravel,stockOptionLevel,birthdate,distancefromhome,environmentSatisfaction,GrossMonthlyRate,jobInvolvement,jobLevel,jobSatisfaction,netHourlyRate,numPreviousCompanies,percentSalaryHike,performanceRating,relationshipSatisfaction,totalWorkingYears,trainingTimesLY,worklifeBalance,yearsAtCompany,yearsCurrentRole,yearsSinceLastPromotion,yearsCurrManager,Date Recrutement,Date Exit
R&D,Bachelor's Degree,Amie Dallaway,Female,0,1,Divorced,Research Scientist,Not enough career opportunities ,Travel_Rarely,Low,19950715,9,3,9834,3,1,3,77,5,18,3,2,6,2,3,2,2,2,2,3/29/2021 0:00,
R&D,Bachelor's Degree,Amy Calderon,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Non-Travel,High,19990420,9,3,26551,2,1,2,60,1,11,3,3,1,4,3,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Amy Cantu,Male,0,0,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,20050407,3,3,25233,3,1,3,54,1,13,3,3,0,2,3,0,0,0,0,1/1/2015 0:00,1/1/2015 0:00
R&D,Bachelor's Degree,Amy Carrillo,Male,0,1,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,High,19861023,19,3,26493,3,2,3,85,3,17,3,1,9,2,2,4,3,0,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Amy Mcdonald,Male,0,1,Married,Healthcare Representative,Not enough career opportunities ,Travel_Rarely,Low,19931126,16,3,9128,4,2,3,58,3,16,3,3,10,3,3,7,0,1,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Amy Parrish,Male,1,0,Divorced,Research Scientist,Not enough career opportunities ,Travel_Frequently,None,19810206,19,3,20366,4,1,3,57,6,12,3,4,7,2,3,2,2,2,2,1/13/2014 0:00,1/13/2016 0:00
R&D,Bachelor's Degree,Amy Watts,Male,0,1,Single,Laboratory Technician,Poor workplace culture,Travel_Rarely,None,19971025,7,3,23577,4,1,1,100,0,12,3,4,8,2,3,7,7,0,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Andre Cook,Male,0,1,Married,Healthcare Representative,Not enough career opportunities ,Travel_Rarely,Low,19920522,23,2,14408,2,2,4,64,0,21,4,2,10,2,3,9,0,7,8,3/31/2014 0:00,
R&D,Bachelor's Degree,Andrew Davis,Female,0,1,Divorced,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,Low,19840128,12,2,10748,3,2,1,47,2,12,3,2,15,3,3,7,4,7,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Andrew Wolf,Female,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,20030702,1,4,11757,2,1,2,83,1,13,3,4,1,0,4,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Andromache Jeanet,Female,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19960713,9,4,11781,3,1,2,99,1,16,3,4,7,2,2,7,7,0,3,3/30/2016 0:00,
R&D,Bachelor's Degree,Angel Sutton,Male,0,0,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,Low,19980124,3,1,9396,3,1,1,91,5,13,3,3,6,5,3,2,2,0,2,,
R&D,Bachelor's Degree,Angela Alvarado,Female,0,1,Married,Research Director,Poor workplace culture,Non-Travel,Low,19870323,8,1,20335,4,3,1,63,9,14,3,1,10,2,3,8,7,0,5,3/31/2015 0:00,
R&D,Bachelor's Degree,Angela Carlson,Female,1,1,Divorced,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19670116,8,3,13939,3,1,1,67,4,18,3,3,19,3,3,2,2,2,2,3/29/2021 0:00,
R&D,Bachelor's Degree,Angela Patel,Male,1,1,Married,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,None,19710815,3,4,19609,2,3,3,39,2,14,3,3,28,4,3,5,4,0,4,3/30/2018 0:00,
R&D,Bachelor's Degree,Anna Adams,Male,1,1,Divorced,Healthcare Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,19940717,7,3,4204,3,2,4,82,1,11,3,2,6,2,3,6,0,1,0,3/30/2017 0:00,
R&D,Bachelor's Degree,Anna Jones,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19881104,10,2,9541,3,1,4,45,1,20,4,1,3,4,2,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Anthiathia Pate,Male,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19740905,7,2,12066,2,3,3,31,8,24,4,3,26,2,3,5,2,0,0,3/30/2018 0:00,
R&D,Bachelor's Degree,Anthony Torres,Male,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19890108,1,2,26278,2,1,3,30,1,18,3,1,6,3,3,6,4,0,4,3/30/2017 0:00,
R&D,Bachelor's Degree,Anthony Williams,Female,1,1,Single,Manufacturing Director,Poor job satisfaction and pay,Travel_Rarely,None,19690505,10,3,25198,3,2,1,77,6,19,3,4,9,3,3,5,2,1,4,3/30/2018 0:00,
R&D,Bachelor's Degree,Arch Ilyinski,Female,0,1,Married,Research Scientist,Poor work-life balance,Travel_Frequently,Low,19670210,9,1,12154,3,1,3,63,2,19,3,2,18,4,3,5,4,0,3,3/30/2018 0:00,
R&D,Bachelor's Degree,Ardath Nassey,Male,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19960607,6,4,7950,2,1,3,55,1,13,3,3,4,0,3,4,2,2,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Arron Symones,Female,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19861021,14,4,26914,3,1,1,95,1,12,3,3,18,2,2,18,7,12,17,4/2/2005 0:00,
R&D,Bachelor's Degree,Aryn O'Shevlin,Female,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19720815,3,4,7192,3,4,2,98,3,18,3,3,21,6,3,7,7,1,0,3/30/2016 0:00,
R&D,Bachelor's Degree,Ash Johnson,Female,1,0,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Frequently,None,20030708,6,4,19783,2,1,4,66,1,18,3,2,1,5,3,1,0,1,0,1/13/2014 0:00,1/13/2015 0:00
R&D,Bachelor's Degree,Ashley Barber,Female,0,1,Divorced,Manufacturing Director,Poor workplace culture,Travel_Rarely,Low,19770405,18,3,26314,3,2,3,87,2,14,3,3,19,5,2,10,7,0,8,3/31/2013 0:00,
R&D,Bachelor's Degree,Ashley Clark,Female,0,1,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19860725,1,4,15881,3,1,4,42,1,12,3,2,17,3,3,17,12,5,7,4/2/2006 0:00,
R&D,Bachelor's Degree,Ashley Evans,Female,1,1,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19800809,6,1,20003,2,2,3,73,1,14,3,1,20,3,1,20,7,1,8,4/3/2003 0:00,
R&D,Bachelor's Degree,Ashley Johnson,Female,0,1,Divorced,Laboratory Technician,Poor work-life balance,Travel_Rarely,Low,19860306,14,4,26914,3,1,1,95,1,12,3,3,18,2,2,18,7,12,17,4/2/2005 0:00,
R&D,Bachelor's Degree,Ashley Kemp,Male,1,0,Married,Laboratory Technician,Lack of employee motivation,Travel_Rarely,Low,19900117,14,3,22149,3,1,4,58,5,13,3,3,8,2,1,5,4,0,4,3/6/2010 0:00,3/5/2015 0:00
R&D,Bachelor's Degree,Ashley Moss,Female,1,1,Married,Research Director,Not enough career opportunities ,Travel_Rarely,Low,19861211,10,3,15471,4,3,4,42,1,25,4,1,16,2,3,16,11,6,8,4/2/2007 0:00,
R&D,Bachelor's Degree,Asia Salleir,Female,0,1,Married,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,Medium,19981028,1,1,7505,3,2,3,62,0,12,3,4,5,3,3,4,2,1,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Audrey Rodriguez,Male,0,1,Divorced,Research Scientist,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19960617,9,4,5970,3,1,2,57,6,18,3,4,6,1,1,2,2,2,2,3/29/2021 0:00,
R&D,Bachelor's Degree,Augustina Toop,Female,1,1,Married,Laboratory Technician,Lack of employee motivation,Travel_Rarely,Low,19970628,6,3,17759,3,1,4,71,1,13,3,3,3,2,3,3,2,0,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Augusto Pinkney,Male,0,1,Married,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,19910830,1,2,7346,3,2,2,66,1,17,3,2,10,3,3,10,4,0,9,3/31/2013 0:00,
R&D,Bachelor's Degree,Balduin Lief,Male,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19900717,9,1,6311,3,1,4,60,0,13,3,2,15,5,3,14,10,4,10,4/1/2009 0:00,
R&D,Bachelor's Degree,Barbara Valdez,Male,1,0,Married,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,Low,19800701,17,3,15587,2,1,3,38,9,16,3,4,6,4,3,1,0,0,0,6/20/2014 0:00,6/20/2015 0:00
R&D,Bachelor's Degree,Bay Pressland,Male,1,1,Divorced,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,Medium,19940817,7,3,4204,3,2,4,82,1,11,3,2,6,2,3,6,0,1,0,3/30/2017 0:00,
R&D,Bachelor's Degree,Belia Fieldsend,Male,1,0,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,None,19840609,6,4,4303,3,1,1,70,7,21,4,4,8,2,1,2,2,2,2,2/13/2013 0:00,2/13/2015 0:00
R&D,Bachelor's Degree,Benji Dirr,Male,0,1,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19901101,2,3,6670,3,1,4,78,4,11,3,4,7,3,3,1,1,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Bevin Carmody,Male,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19650114,3,3,8456,2,1,4,70,3,17,3,1,7,6,3,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Bevvy Matevushev,Male,0,1,Single,Healthcare Representative,Poor workplace culture,Travel_Frequently,None,19891106,1,4,25755,2,2,1,97,0,20,4,3,14,3,3,13,9,4,9,4/1/2010 0:00,
R&D,Bachelor's Degree,Birch Yashaev,Male,0,1,Married,Research Director,Not enough career opportunities ,Travel_Rarely,None,19690907,3,4,23474,3,4,4,85,3,14,3,1,36,2,3,10,9,0,9,3/31/2013 0:00,
R&D,Bachelor's Degree,Blondy Bitcheno,Female,1,1,Divorced,Manufacturing Director,Poor work-life balance,Travel_Rarely,Low,19871227,1,3,4235,1,3,1,77,2,21,4,3,17,2,3,7,7,7,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Bobby Daniels,Female,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Non-Travel,High,19950626,1,3,16392,1,2,4,55,0,11,3,1,10,6,3,9,8,7,5,3/31/2014 0:00,
R&D,Bachelor's Degree,Bobby Tuffey,Male,1,0,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19991217,1,2,3020,3,1,4,61,2,16,3,1,6,2,2,2,0,2,0,7/19/2013 0:00,7/19/2015 0:00
R&D,Bachelor's Degree,Boote Dalgety,Female,1,0,Single,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19930601,3,4,8556,3,1,1,88,5,11,3,3,8,5,3,5,2,0,4,9/8/2014 0:00,9/7/2019 0:00
R&D,Bachelor's Degree,Brad Walker,Female,0,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,Low,19800208,7,3,9262,3,3,1,43,8,16,3,1,10,1,2,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Bradley Miller,Male,0,1,Married,Research Director,Poor job satisfaction and pay,Travel_Rarely,Low,19811216,6,3,14842,3,3,1,83,9,13,3,2,18,3,4,13,7,5,7,4/1/2010 0:00,
R&D,Bachelor's Degree,Brady Schwartz,Female,1,1,Single,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19931216,2,3,20234,2,2,4,52,5,24,4,2,12,4,2,0,0,0,0,3/29/2023 0:00,
R&D,Bachelor's Degree,Brandi Rosario,Male,0,1,Divorced,Manufacturing Director,Poor work-life balance,Travel_Rarely,Low,19721019,2,4,16321,1,2,2,84,5,18,3,4,13,3,3,4,1,1,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Brandon Harrison,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Non-Travel,None,19790411,17,4,4279,1,1,3,74,2,13,3,4,6,3,3,0,0,0,0,3/29/2023 0:00,
R&D,Bachelor's Degree,Brenda Coffey,Female,0,0,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,20030112,10,3,17258,2,1,1,36,1,13,3,1,1,6,2,1,0,1,0,,
R&D,Bachelor's Degree,Brenda Reyes,Male,0,1,Married,Research Director,Poor work-life balance,Travel_Rarely,None,19740121,2,3,6881,3,4,3,64,5,16,3,4,30,3,3,4,3,0,3,3/30/2019 0:00,
R&D,Bachelor's Degree,Brendan Losseljong,Female,0,0,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,20020810,10,3,17258,2,1,1,36,1,13,3,1,1,6,2,1,0,1,0,,
R&D,Bachelor's Degree,Brett Clark,Male,1,1,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19850125,2,4,4306,3,1,4,45,5,11,3,3,6,3,3,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Brett Potter,Male,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19801031,21,4,15238,3,1,4,61,7,20,4,1,8,1,3,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Brian Dyer,Male,0,1,Single,Research Scientist,Poor work-life balance,Travel_Frequently,None,19961224,2,4,6297,3,1,4,87,2,13,3,3,6,0,2,4,2,1,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Brianna Hernandez,Male,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19730509,10,4,2755,2,3,4,100,6,15,3,4,20,2,3,4,3,1,3,3/30/2019 0:00,
R&D,Bachelor's Degree,Brianna Sanford,Female,1,0,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Non-Travel,None,19840330,2,1,17181,2,1,1,54,2,23,4,2,11,2,4,1,0,0,0,8/16/2014 0:00,8/16/2015 0:00
R&D,Bachelor's Degree,Bridie Aliman,Male,0,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,19880104,1,2,26278,2,1,3,30,1,18,3,1,6,3,3,6,4,0,4,3/30/2017 0:00,
R&D,Bachelor's Degree,Brien Beaty,Male,0,1,Single,Healthcare Representative,Poor work-life balance,Travel_Rarely,None,19791014,4,4,5197,3,2,2,50,9,12,3,4,10,2,2,5,2,2,3,3/30/2018 0:00,
R&D,Bachelor's Degree,Briggs Garth,Male,1,0,Single,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,19971230,24,3,23213,1,1,4,66,1,18,3,2,1,3,1,1,0,0,0,8/9/2014 0:00,8/9/2015 0:00
R&D,Bachelor's Degree,Brittney White,Male,0,1,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,19940320,7,4,19384,3,1,1,59,3,14,3,2,11,2,3,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Brooke Josephoff,Male,1,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19940102,1,4,9369,3,1,2,63,0,21,4,1,12,2,3,11,9,5,7,3/31/2012 0:00,
R&D,Bachelor's Degree,Brooke Lucas DDS,Male,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19821124,1,4,21412,3,1,4,76,3,22,4,1,12,3,3,5,3,1,0,3/30/2018 0:00,
R&D,Bachelor's Degree,Bruce Jordan,Male,0,1,Single,Research Director,Poor job satisfaction and pay,Travel_Rarely,None,19721109,6,1,6462,3,5,3,51,7,13,3,3,23,5,3,20,18,15,15,4/3/2003 0:00,
R&D,Bachelor's Degree,Bryan Atkinson,Male,0,1,Divorced,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19780823,7,1,20308,3,3,1,97,1,18,3,1,24,2,3,24,9,9,11,,
R&D,Bachelor's Degree,Bryan Raymond,Male,0,1,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,Low,19810111,29,2,11806,3,2,2,98,1,13,3,4,10,3,2,9,8,7,8,3/31/2014 0:00,
R&D,Bachelor's Degree,Brynn Islep,Male,0,1,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Non-Travel,None,19790405,24,1,2104,1,1,3,49,2,14,3,3,9,5,3,5,2,1,4,3/30/2018 0:00,
R&D,Bachelor's Degree,Buck Skipper,Female,0,1,Married,Laboratory Technician,Poor work-life balance,Travel_Rarely,Low,19860118,10,3,17663,3,1,1,98,6,20,4,2,17,3,3,5,4,0,3,3/30/2018 0:00,
R&D,Bachelor's Degree,Bud Starkie,Male,0,0,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,19970723,25,1,10558,1,1,3,48,1,12,3,3,1,2,2,1,0,0,1,3/20/2014 0:00,3/20/2015 0:00
R&D,Bachelor's Degree,Buddie Ferrillio,Male,0,1,Divorced,Research Scientist,Poor job satisfaction and pay,Non-Travel,High,19800727,7,4,5228,4,1,4,37,4,14,3,4,7,3,4,5,4,2,2,3/30/2018 0:00,
R&D,Bachelor's Degree,Bunni Pidduck,Female,1,0,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,20031006,6,4,19783,2,1,4,66,1,18,3,2,1,5,3,1,0,1,0,,
R&D,Bachelor's Degree,Burch Eldredge,Female,0,1,Single,Research Scientist,Poor work-life balance,Travel_Frequently,None,19801207,28,2,16090,4,1,3,72,4,12,3,4,18,2,3,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Caesar Probat,Male,0,1,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,19881102,22,4,19225,1,1,3,46,0,15,3,3,6,2,3,5,4,4,3,3/30/2018 0:00,
R&D,Bachelor's Degree,Caitlin Faulkner,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19871111,3,3,26285,3,2,2,30,4,12,3,4,10,2,3,8,0,7,7,3/31/2015 0:00,
R&D,Bachelor's Degree,Calvin Keigher,Female,0,1,Single,Laboratory Technician,Poor job satisfaction and pay,Non-Travel,None,20051008,1,4,19305,3,1,4,97,1,15,3,3,0,5,4,0,0,0,0,3/29/2023 0:00,
R&D,Bachelor's Degree,Carla Jones,Male,0,0,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Frequently,Low,19920525,15,3,6233,3,1,3,72,1,12,3,3,2,5,2,2,2,2,2,2/24/2013 0:00,2/24/2015 0:00
R&D,Bachelor's Degree,Carla Lodeke,Female,1,1,Divorced,Research Scientist,Poor work-life balance,Travel_Frequently,Medium,19820127,22,4,13953,3,2,4,75,3,14,3,1,12,4,2,6,2,3,3,3/30/2017 0:00,
R&D,Bachelor's Degree,Carlos Bradshaw,Female,1,1,Single,Manufacturing Director,Poor job satisfaction and pay,Travel_Frequently,None,19841222,22,4,5083,3,3,1,82,1,13,3,3,21,2,3,21,6,2,8,4/3/2002 0:00,
R&D,Bachelor's Degree,Carlos Smith,Male,1,1,Single,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,None,19821205,6,4,3119,3,1,1,59,2,13,3,3,20,3,3,18,13,2,17,4/2/2005 0:00,
R&D,Bachelor's Degree,Carmen Rowe,Female,1,1,Single,Manager,Poor work-life balance,Travel_Rarely,None,19690101,2,3,23258,3,4,4,97,2,13,3,3,30,2,3,5,4,1,2,3/30/2018 0:00,
R&D,Bachelor's Degree,Carmina McCloughlin,Male,0,1,Divorced,Healthcare Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19891231,9,4,5494,3,3,4,86,0,11,3,4,10,0,2,9,7,1,6,3/31/2014 0:00,
R&D,Bachelor's Degree,Caron Kirimaa,Female,0,1,Single,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,None,19960703,7,4,23398,2,2,1,55,8,19,3,1,9,2,1,7,6,0,7,3/30/2016 0:00,
R&D,Bachelor's Degree,Catherine Coleman,Male,0,1,Divorced,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,Low,19950918,1,1,12530,2,1,3,72,1,14,3,4,1,2,1,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Catherine Patton,Male,1,1,Divorced,Research Scientist,Poor work-life balance,Non-Travel,Low,19970125,3,3,25326,2,1,3,79,1,15,3,4,1,2,2,1,1,0,1,3/29/2022 0:00,
R&D,Bachelor's Degree,Cecelia Smith,Female,0,1,Single,Research Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19700115,1,4,5652,3,4,4,54,6,19,3,4,29,3,2,20,7,12,7,4/3/2003 0:00,
R&D,Bachelor's Degree,Celine Barrick,Male,1,0,Married,Manager,Poor job satisfaction and pay,Travel_Rarely,Low,19680712,2,4,21199,3,5,1,78,5,13,3,4,24,2,3,5,2,1,4,7/22/2010 0:00,7/21/2015 0:00
R&D,Bachelor's Degree,Cello Hember,Female,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Non-Travel,High,19950508,1,3,16392,1,2,4,55,0,11,3,1,10,6,3,9,8,7,5,3/31/2014 0:00,
R&D,Bachelor's Degree,Chad Trujillo,Male,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Low,19950831,21,3,6672,3,1,4,42,1,11,3,3,5,2,1,5,2,0,2,3/30/2018 0:00,
R&D,Bachelor's Degree,Charles Carpenter,Male,0,1,Divorced,Laboratory Technician,Lack of employee motivation,Travel_Rarely,Low,19920927,20,2,18624,3,2,3,89,1,11,3,1,10,2,3,10,8,0,2,3/31/2013 0:00,
R&D,Bachelor's Degree,Charles Cook,Male,0,0,Single,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19840425,23,3,22154,3,1,1,93,0,13,3,1,6,2,3,5,2,0,3,1/8/2014 0:00,1/7/2019 0:00
R&D,Bachelor's Degree,Charles Jackson,Male,0,1,Single,Manufacturing Director,Lack of employee motivation,Travel_Rarely,None,19750105,4,4,18706,3,3,4,54,1,11,3,3,11,2,3,10,9,0,8,3/31/2013 0:00,
R&D,Bachelor's Degree,Chelsea Snow,Female,0,1,Single,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19891213,5,3,5615,2,3,1,45,2,12,3,4,14,6,3,11,10,5,8,3/31/2012 0:00,
R&D,Bachelor's Degree,Cheryl Baker,Male,1,0,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19900401,25,1,2993,2,1,2,55,4,20,4,2,5,0,3,2,2,2,2,2/12/2014 0:00,2/12/2016 0:00
R&D,Bachelor's Degree,Cheryl Kim,Male,0,1,Married,Healthcare Representative,Not enough career opportunities ,Travel_Rarely,Medium,19810330,13,2,5696,4,2,1,95,5,18,3,3,10,2,2,0,0,0,0,3/29/2023 0:00,
R&D,Bachelor's Degree,Chris Davis,Male,1,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,Low,19850802,18,2,24539,1,2,4,60,3,16,3,3,15,2,3,1,0,1,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Christina Bonilla,Female,0,1,Single,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19950120,10,3,7909,3,2,3,59,3,13,3,4,10,4,4,8,7,1,7,3/31/2015 0:00,
R&D,Bachelor's Degree,Christine Johnson,Female,0,1,Divorced,Laboratory Technician,Poor job satisfaction and pay,Travel_Frequently,Medium,19890302,19,3,22534,3,2,2,46,4,13,3,3,15,2,4,11,8,5,10,3/31/2012 0:00,
R&D,Bachelor's Degree,Christine Olsen,Male,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Low,19820731,1,4,21412,3,1,4,76,3,22,4,1,12,3,3,5,3,1,0,3/30/2018 0:00,
R&D,Bachelor's Degree,Christopher Harris,Male,1,1,Married,Healthcare Representative,Poor work-life balance,Travel_Rarely,Low,19850907,18,2,24539,1,2,4,60,3,16,3,3,15,2,3,1,0,1,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Christopher Russell,Male,0,1,Married,Research Scientist,Poor workplace culture,Travel_Rarely,Low,19941021,2,3,4956,3,1,2,76,0,23,4,4,6,3,3,5,4,0,4,3/30/2018 0:00,
R&D,Bachelor's Degree,Chryste Test,Male,1,0,Married,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,Low,19971002,2,1,15346,3,1,1,57,6,14,3,2,6,2,3,3,2,1,2,2/12/2012 0:00,2/11/2015 0:00
R&D,Bachelor's Degree,Cicely Schruurs,Female,1,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19651213,9,2,11873,2,1,2,75,4,20,4,2,9,3,2,1,0,0,0,3/29/2022 0:00,
R&D,Bachelor's Degree,Cindy Young,Male,0,1,Married,Research Director,Not enough career opportunities ,Travel_Rarely,None,19770831,2,1,2288,3,4,3,51,6,13,3,3,26,2,1,3,2,0,1,3/29/2020 0:00,
R&D,Bachelor's Degree,Claudie Fomichkin,Female,0,0,Married,Healthcare Representative,Poor work-life balance,Travel_Rarely,Low,19791117,15,1,14075,3,3,4,73,1,11,3,4,10,2,3,10,7,0,5,,
R&D,Bachelor's Degree,Claudius MacAndreis,Male,1,0,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,20001212,6,3,3445,4,1,1,63,1,21,4,3,1,2,3,0,0,0,0,1/1/2015 0:00,1/1/2015 0:00
R&D,Bachelor's Degree,Clayton Elliott,Male,1,1,Single,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19790930,1,2,13422,3,1,4,42,6,12,3,3,6,2,3,4,3,1,2,3/30/2019 0:00,
R&D,Bachelor's Degree,Cleo Bamlett,Female,1,1,Married,Research Director,Poor job satisfaction and pay,Travel_Rarely,None,19730315,28,4,22422,3,4,1,43,4,11,3,2,25,2,3,3,2,1,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Clive Rohloff,Female,0,1,Married,Healthcare Representative,Not enough career opportunities ,Travel_Frequently,Low,19800628,1,4,21782,3,2,4,33,4,13,3,2,12,2,2,5,2,2,2,3/30/2018 0:00,
R&D,Bachelor's Degree,Cody Santiago,Female,0,1,Married,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19890610,19,2,20338,2,1,4,35,1,12,3,2,10,3,3,10,9,8,7,3/31/2013 0:00,
R&D,Bachelor's Degree,Corey Oconnell,Female,1,1,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,Low,19980104,6,3,17759,3,1,4,71,1,13,3,3,3,2,3,3,2,0,2,3/29/2020 0:00,
R&D,Bachelor's Degree,Cornell Heavyside,Female,0,1,Single,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19890810,5,3,5615,2,3,1,45,2,12,3,4,14,6,3,11,10,5,8,3/31/2012 0:00,
R&D,Bachelor's Degree,Cory Blankenship,Male,0,0,Married,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,19790809,3,1,14669,3,1,1,89,4,12,3,3,10,4,4,3,2,1,2,2/7/2014 0:00,2/6/2017 0:00
